,0,1,2,3,4,5,6,7,8,9,10,11
188,0.6998267,0.6897747,0.5383016,0.35285962,0.37053722,0.4422877,0.62772965,0.8048527,0.7376084,0.3480069,0.6391681,0.66481805
189,0.6897747,0.5383016,0.35285962,0.37053722,0.4422877,0.62772965,0.8048527,0.7376084,0.3480069,0.6391681,0.66481805,0.46031198
190,0.5383016,0.35285962,0.37053722,0.4422877,0.62772965,0.8048527,0.7376084,0.3480069,0.6391681,0.66481805,0.46031198,0.5958406
191,0.35285962,0.37053722,0.4422877,0.62772965,0.8048527,0.7376084,0.3480069,0.6391681,0.66481805,0.46031198,0.5958406,0.5864818
192,0.37053722,0.4422877,0.62772965,0.8048527,0.7376084,0.3480069,0.6391681,0.66481805,0.46031198,0.5958406,0.5864818,0.610052
193,0.4422877,0.62772965,0.8048527,0.7376084,0.3480069,0.6391681,0.66481805,0.46031198,0.5958406,0.5864818,0.610052,0.5559792
194,0.62772965,0.8048527,0.7376084,0.3480069,0.6391681,0.66481805,0.46031198,0.5958406,0.5864818,0.610052,0.5559792,0.26308492
195,0.8048527,0.7376084,0.3480069,0.6391681,0.66481805,0.46031198,0.5958406,0.5864818,0.610052,0.5559792,0.26308492,0.6994801
196,0.7376084,0.3480069,0.6391681,0.66481805,0.46031198,0.5958406,0.5864818,0.610052,0.5559792,0.26308492,0.6994801,0.69012135
197,0.3480069,0.6391681,0.66481805,0.46031198,0.5958406,0.5864818,0.610052,0.5559792,0.26308492,0.6994801,0.69012135,0.83916813
198,0.6391681,0.66481805,0.46031198,0.5958406,0.5864818,0.610052,0.5559792,0.26308492,0.6994801,0.69012135,0.83916813,0.7109186
199,0.66481805,0.46031198,0.5958406,0.5864818,0.610052,0.5559792,0.26308492,0.6994801,0.69012135,0.83916813,0.7109186,0.49358746
200,0.46031198,0.5958406,0.5864818,0.610052,0.5559792,0.26308492,0.6994801,0.69012135,0.83916813,0.7109186,0.49358746,0.66863084
201,0.5958406,0.5864818,0.610052,0.5559792,0.26308492,0.6994801,0.69012135,0.83916813,0.7109186,0.49358746,0.66863084,0.4343154
202,0.5864818,0.610052,0.5559792,0.26308492,0.6994801,0.69012135,0.83916813,0.7109186,0.49358746,0.66863084,0.4343154,0.315078
203,0.610052,0.5559792,0.26308492,0.6994801,0.69012135,0.83916813,0.7109186,0.49358746,0.66863084,0.4343154,0.315078,0.46863082
204,0.5559792,0.26308492,0.6994801,0.69012135,0.83916813,0.7109186,0.49358746,0.66863084,0.4343154,0.315078,0.46863082,0.6551127
205,0.26308492,0.6994801,0.69012135,0.83916813,0.7109186,0.49358746,0.66863084,0.4343154,0.315078,0.46863082,0.6551127,0.57642984
206,0.6994801,0.69012135,0.83916813,0.7109186,0.49358746,0.66863084,0.4343154,0.315078,0.46863082,0.6551127,0.57642984,0.5123051
207,0.69012135,0.83916813,0.7109186,0.49358746,0.66863084,0.4343154,0.315078,0.46863082,0.6551127,0.57642984,0.5123051,0.75701904
208,0.83916813,0.7109186,0.49358746,0.66863084,0.4343154,0.315078,0.46863082,0.6551127,0.57642984,0.5123051,0.75701904,0.71369153
209,0.7109186,0.49358746,0.66863084,0.4343154,0.315078,0.46863082,0.6551127,0.57642984,0.5123051,0.75701904,0.71369153,0.8467938
210,0.49358746,0.66863084,0.4343154,0.315078,0.46863082,0.6551127,0.57642984,0.5123051,0.75701904,0.71369153,0.8467938,0.58544195
211,0.66863084,0.4343154,0.315078,0.46863082,0.6551127,0.57642984,0.5123051,0.75701904,0.71369153,0.8467938,0.58544195,0.61663777
212,0.4343154,0.315078,0.46863082,0.6551127,0.57642984,0.5123051,0.75701904,0.71369153,0.8467938,0.58544195,0.61663777,0.7493934
213,0.315078,0.46863082,0.6551127,0.57642984,0.5123051,0.75701904,0.71369153,0.8467938,0.58544195,0.61663777,0.7493934,0.5549394
214,0.46863082,0.6551127,0.57642984,0.5123051,0.75701904,0.71369153,0.8467938,0.58544195,0.61663777,0.7493934,0.5549394,0.66481805
215,0.6551127,0.57642984,0.5123051,0.75701904,0.71369153,0.8467938,0.58544195,0.61663777,0.7493934,0.5549394,0.66481805,0.09462739
216,0.57642984,0.5123051,0.75701904,0.71369153,0.8467938,0.58544195,0.61663777,0.7493934,0.5549394,0.66481805,0.09462739,0.38613516
217,0.5123051,0.75701904,0.71369153,0.8467938,0.58544195,0.61663777,0.7493934,0.5549394,0.66481805,0.09462739,0.38613516,0.620104
218,0.75701904,0.71369153,0.8467938,0.58544195,0.61663777,0.7493934,0.5549394,0.66481805,0.09462739,0.38613516,0.620104,0.72270364
219,0.71369153,0.8467938,0.58544195,0.61663777,0.7493934,0.5549394,0.66481805,0.09462739,0.38613516,0.620104,0.72270364,0.7972271
220,0.8467938,0.58544195,0.61663777,0.7493934,0.5549394,0.66481805,0.09462739,0.38613516,0.620104,0.72270364,0.7972271,0.8103986
